"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 24 21:52:08 GMT 2025","Mon Mar 24 21:52:09 GMT 2025","549","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity","Тест получения месячной активности пользователя [1] 2025-01",""
"passed","Mon Mar 24 21:52:08 GMT 2025","Mon Mar 24 21:52:08 GMT 2025","56","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetTotalActivity","Тест получения общего времени активности",""
"passed","Mon Mar 24 21:52:08 GMT 2025","Mon Mar 24 21:52:08 GMT 2025","13","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetInactiveUsersBadNumberFormat","Тест получения неактивных пользователей с неверным форматом числа дней",""
"failed","Mon Mar 24 21:52:09 GMT 2025","Mon Mar 24 21:52:09 GMT 2025","22","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testTotalActivityWithNonExistentUser","Тест получения активности для несуществующего пользователя",""
"passed","Mon Mar 24 21:52:11 GMT 2025","Mon Mar 24 21:52:11 GMT 2025","2","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus","Тест получения статуса пользователя [3] 59, Inactive",""
"passed","Mon Mar 24 21:52:08 GMT 2025","Mon Mar 24 21:52:08 GMT 2025","68","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии [1] 2025-01-01T10:10:10, 2025-01-01T11:10:10",""
"passed","Mon Mar 24 21:52:08 GMT 2025","Mon Mar 24 21:52:08 GMT 2025","20","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSessionBadDateFormat","Тест записи сессии с некорректным форматом даты [2] 0, 2024-10-02T00:00:00",""
"passed","Mon Mar 24 21:52:11 GMT 2025","Mon Mar 24 21:52:11 GMT 2025","3","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus","Тест получения статуса пользователя [5] 90, Active",""
"passed","Mon Mar 24 21:52:09 GMT 2025","Mon Mar 24 21:52:09 GMT 2025","12","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivityBadFormat","Тест получения месячной активности пользователя с неверным форматом аргументом [2] no, 2025-01",""
"passed","Mon Mar 24 21:52:11 GMT 2025","Mon Mar 24 21:52:11 GMT 2025","3","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus","Тест получения статуса пользователя [4] 60, Active",""
"passed","Mon Mar 24 21:52:09 GMT 2025","Mon Mar 24 21:52:09 GMT 2025","12","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSessionWithNonExistentUser","Тест записи сессии для несуществующего пользователя",""
"passed","Mon Mar 24 21:52:11 GMT 2025","Mon Mar 24 21:52:11 GMT 2025","3","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus","Тест получения статуса пользователя [2] 30, Inactive",""
"passed","Mon Mar 24 21:52:11 GMT 2025","Mon Mar 24 21:52:11 GMT 2025","2","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus","Тест получения статуса пользователя [6] 119, Active",""
"passed","Mon Mar 24 21:52:09 GMT 2025","Mon Mar 24 21:52:09 GMT 2025","13","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetInactiveUsers","Тест получения списка неактивных пользователей [2] 100000, []",""
"passed","Mon Mar 24 21:52:08 GMT 2025","Mon Mar 24 21:52:08 GMT 2025","17","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testPostWithoutParams","Тест post-запросов без параметров [2] /recordSession",""
"passed","Mon Mar 24 21:52:11 GMT 2025","Mon Mar 24 21:52:11 GMT 2025","2","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus","Тест получения статуса пользователя [8] 200, Highly active",""
"passed","Mon Mar 24 21:52:11 GMT 2025","Mon Mar 24 21:52:11 GMT 2025","2","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserLastSessionDate","Тест получения даты последнего сеанса пользователя [2] Список из одного сеанса, Optional[2025-03-24]",""
"failed","Mon Mar 24 21:52:08 GMT 2025","Mon Mar 24 21:52:08 GMT 2025","77","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testExistUserRegistration","Тест повторной регистрации пользователя",""
"passed","Mon Mar 24 21:52:09 GMT 2025","Mon Mar 24 21:52:09 GMT 2025","18","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testMonthlyActivityWithNonExistentUser","Тест месячной активности для несуществующего пользователя",""
"passed","Mon Mar 24 21:52:08 GMT 2025","Mon Mar 24 21:52:08 GMT 2025","19","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSessionBadDateFormat","Тест записи сессии с некорректным форматом даты [1] 2024-10-02T00:00:00, 0",""
"passed","Mon Mar 24 21:52:08 GMT 2025","Mon Mar 24 21:52:08 GMT 2025","16","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetWithoutParams","Тест get-запросов без параметров [1] /totalActivity",""
"broken","Mon Mar 24 21:52:11 GMT 2025","Mon Mar 24 21:52:11 GMT 2025","4","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserLastSessionDate","Тест получения даты последнего сеанса пользователя [1] Пустой список сеансов, Optional.empty",""
